GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0008015	blood circulation	0.0026413991673220104	0.0026413991673220104	+1	ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000169083,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000118729,ENSG00000004468
GO:0030155	regulation of cell adhesion	0.002680711499900438	0.002680711499900438	+1	ENSG00000148400,ENSG00000110031,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000197122,ENSG00000184292,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000164690,ENSG00000163501,ENSG00000141736,ENSG00000126243,ENSG00000103653
GO:0030001	metal ion transport	0.0027114852163221403	0.0027114852163221403	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000138798,ENSG00000118729
GO:0060322	head development	0.0031129609812585355	0.0031129609812585355	+1	ENSG00000148400,ENSG00000105426,ENSG00000139197,ENSG00000198363,ENSG00000197122,ENSG00000162521,ENSG00000180900,ENSG00000168214,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000138798
GO:0048523	negative regulation of cellular process	0.0032085273518529913	0.0032085273518529913	+1	ENSG00000148400,ENSG00000132535,ENSG00000198838,ENSG00000089250,ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000139160,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000186439,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000141867,ENSG00000118729,ENSG00000130726,ENSG00000127947,ENSG00000108788,ENSG00000112874,ENSG00000004468,ENSG00000103653
GO:0048522	positive regulation of cellular process	0.0032777379569308954	0.0032777379569308954	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000145687,ENSG00000089250,ENSG00000166444,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000143318,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000186439,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171813,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000136943,ENSG00000130726,ENSG00000108788,ENSG00000004468,ENSG00000103653
GO:0010038	response to metal ion	0.003420183196142103	0.003420183196142103	+1	ENSG00000132535,ENSG00000198838,ENSG00000120899,ENSG00000116030,ENSG00000198363,ENSG00000198626,ENSG00000196218,ENSG00000164690,ENSG00000160014,ENSG00000146648,ENSG00000118729
GO:0055080	monoatomic cation homeostasis	0.003428082996039489	0.003428082996039489	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0048856	anatomical structure development	0.0034294496625461063	0.0034294496625461063	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000133835,ENSG00000141480,ENSG00000160691,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000178372,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000183715,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000150787,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000130726,ENSG00000127947,ENSG00000126243,ENSG00000004468,ENSG00000103653
GO:0032870	cellular response to hormone stimulus	0.0036317155059958427	0.0036317155059958427	+1	ENSG00000148400,ENSG00000109971,ENSG00000160691,ENSG00000050820,ENSG00000177885,ENSG00000078369,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000108175,ENSG00000072062,ENSG00000146648,ENSG00000089159,ENSG00000103653
GO:0070372	regulation of ERK1 and ERK2 cascade	0.0036595412797115257	0.0036595412797115257	+1	ENSG00000148400,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000120899,ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000103653
GO:0051223	regulation of protein transport	0.0036820629980193987	0.0036820629980193987	+1	ENSG00000109971,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000130726,ENSG00000004468,ENSG00000103653
GO:0043271	negative regulation of monoatomic ion transport	0.0037457418611334266	0.0037457418611334266	+1	ENSG00000089250,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729
GO:0051241	negative regulation of multicellular organismal process	0.003828417799822487	0.003828417799822487	+1	ENSG00000148400,ENSG00000105426,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000120899,ENSG00000119782,ENSG00000162521,ENSG00000184292,ENSG00000180900,ENSG00000168214,ENSG00000080815,ENSG00000173020,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000004468,ENSG00000103653
GO:0006897	endocytosis	0.003851974411086234	0.003851974411086234	+1	ENSG00000132535,ENSG00000140368,ENSG00000137486,ENSG00000141480,ENSG00000177885,ENSG00000137312,ENSG00000197122,ENSG00000180900,ENSG00000169398,ENSG00000100077,ENSG00000173020,ENSG00000164690,ENSG00000146648,ENSG00000138798,ENSG00000103653
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	0.004149553347611794	0.004149553347611794	+1	ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000177885,ENSG00000169083,ENSG00000197122,ENSG00000168214,ENSG00000169398,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000127947
GO:0050801	monoatomic ion homeostasis	0.004149553347611794	0.004149553347611794	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0098662	inorganic cation transmembrane transport	0.004376044141349769	0.004376044141349769	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0010035	response to inorganic substance	0.004401544770671445	0.004401544770671445	+1	ENSG00000132535,ENSG00000198838,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000198626,ENSG00000196218,ENSG00000164690,ENSG00000160014,ENSG00000146648,ENSG00000118729
GO:0007267	cell-cell signaling	0.004421400603979729	0.004421400603979729	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000141480,ENSG00000120899,ENSG00000119782,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000138798,ENSG00000118729,ENSG00000004468
GO:0042221	response to chemical	0.004441135669663602	0.004441135669663602	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000109971,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000120899,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000180900,ENSG00000169398,ENSG00000108175,ENSG00000183310,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000089159,ENSG00000118729,ENSG00000136159,ENSG00000004468,ENSG00000103653
GO:0006468	protein phosphorylation	0.004444681212342531	0.004444681212342531	+1	ENSG00000132535,ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000120899,ENSG00000204256,ENSG00000165059,ENSG00000137312,ENSG00000197122,ENSG00000142875,ENSG00000188322,ENSG00000169398,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000103653
GO:1904063	negative regulation of cation transmembrane transport	0.00451104849713297	0.00451104849713297	+1	ENSG00000089250,ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729
GO:0036112	medium-chain fatty-acyl-CoA metabolic process	0.004648490672764118	0.004648490672764118	+1	ENSG00000133835,ENSG00000213965,ENSG00000140876
GO:1903050	regulation of proteolysis involved in protein catabolic process	0.0047510469128944285	0.0047510469128944285	+1	ENSG00000188612,ENSG00000120899,ENSG00000116030,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000138798,ENSG00000136159
GO:0010033	response to organic substance	0.004840709690443136	0.004840709690443136	+1	ENSG00000148400,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000109971,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000177885,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000170606,ENSG00000163501,ENSG00000146648,ENSG00000089159,ENSG00000118729,ENSG00000004468,ENSG00000103653
GO:0070201	regulation of establishment of protein localization	0.004979178616855863	0.004979178616855863	+1	ENSG00000109971,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000141736,ENSG00000130726,ENSG00000004468,ENSG00000103653
GO:1903170	negative regulation of calcium ion transmembrane transport	0.005001107913059803	0.005001107913059803	+1	ENSG00000089250,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729
GO:0042327	positive regulation of phosphorylation	0.005387497518216016	0.005387497518216016	+1	ENSG00000132535,ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000120899,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798
GO:0098657	import into cell	0.005415699782547511	0.005415699782547511	+1	ENSG00000132535,ENSG00000089250,ENSG00000140368,ENSG00000137486,ENSG00000141480,ENSG00000177885,ENSG00000137312,ENSG00000197122,ENSG00000180900,ENSG00000169398,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000164690,ENSG00000146648,ENSG00000138798,ENSG00000103653
GO:0098655	monoatomic cation transmembrane transport	0.006178532590405707	0.006178532590405707	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0002029	desensitization of G protein-coupled receptor signaling pathway	0.006330739233887057	0.006330739233887057	+1	ENSG00000137486,ENSG00000141480,ENSG00000100077,ENSG00000173020
GO:0002757	immune response-activating signaling pathway	0.006507032252304871	0.006507032252304871	+1	ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000141480,ENSG00000050820,ENSG00000177885,ENSG00000137312,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000004468,ENSG00000103653
GO:0009653	anatomical structure morphogenesis	0.007029467892720508	0.007029467892720508	+1	ENSG00000148400,ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000177885,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000130726
GO:0022401	negative adaptation of signaling pathway	0.007708192029392172	0.007708192029392172	+1	ENSG00000137486,ENSG00000141480,ENSG00000100077,ENSG00000173020
GO:0048519	negative regulation of biological process	0.007766454802986726	0.007766454802986726	+1	ENSG00000148400,ENSG00000132535,ENSG00000198838,ENSG00000089250,ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000139160,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000186439,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000130726,ENSG00000127947,ENSG00000108788,ENSG00000112874,ENSG00000004468,ENSG00000103653
GO:0034766	negative regulation of monoatomic ion transmembrane transport	0.008059867389533354	0.008059867389533354	+1	ENSG00000089250,ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729
GO:0022407	regulation of cell-cell adhesion	0.008442829667751952	0.008442829667751952	+1	ENSG00000148400,ENSG00000132589,ENSG00000137312,ENSG00000197122,ENSG00000180900,ENSG00000169398,ENSG00000108175,ENSG00000164690,ENSG00000163501,ENSG00000141736,ENSG00000126243,ENSG00000103653
GO:0021795	cerebral cortex cell migration	0.008610858299151715	0.008610858299151715	+1	ENSG00000139197,ENSG00000108175,ENSG00000080815,ENSG00000162928,ENSG00000146648
GO:0009968	negative regulation of signal transduction	0.008900496752890534	0.008900496752890534	+1	ENSG00000148400,ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000088832,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000141867,ENSG00000127947,ENSG00000103653
GO:0046395	carboxylic acid catabolic process	0.009010681809051884	0.009010681809051884	+1	ENSG00000089250,ENSG00000133835,ENSG00000139197,ENSG00000213965,ENSG00000139160,ENSG00000162928,ENSG00000161533,ENSG00000156521,ENSG00000140876
GO:0016054	organic acid catabolic process	0.009010681809051884	0.009010681809051884	+1	ENSG00000089250,ENSG00000133835,ENSG00000139197,ENSG00000213965,ENSG00000139160,ENSG00000162928,ENSG00000161533,ENSG00000156521,ENSG00000140876
GO:0061138	morphogenesis of a branching epithelium	0.009051258231663879	0.009051258231663879	+1	ENSG00000148400,ENSG00000177885,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000164690,ENSG00000163501,ENSG00000138798
GO:1901701	cellular response to oxygen-containing compound	0.009221703667437495	0.009221703667437495	+1	ENSG00000198838,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000120899,ENSG00000177885,ENSG00000119782,ENSG00000078369,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000162928,ENSG00000146648,ENSG00000089159,ENSG00000103653
GO:0038128	ERBB2 signaling pathway	0.009295545647332272	0.009295545647332272	+1	ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000138798
GO:0032502	developmental process	0.00989082824394227	0.00989082824394227	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000133835,ENSG00000141480,ENSG00000160691,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000178372,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000183715,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000161533,ENSG00000160014,ENSG00000150787,ENSG00000146648,ENSG00000141736,ENSG00000140876,ENSG00000138798,ENSG00000130726,ENSG00000127947,ENSG00000126243,ENSG00000004468,ENSG00000103653
GO:0008589	regulation of smoothened signaling pathway	0.010539555302829882	0.010539555302829882	+1	ENSG00000139549,ENSG00000142875,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501
GO:0016043	cellular component organization	0.010560093942212991	0.010560093942212991	+1	ENSG00000148400,ENSG00000132535,ENSG00000198838,ENSG00000105426,ENSG00000103254,ENSG00000140368,ENSG00000109971,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000175470,ENSG00000050820,ENSG00000139197,ENSG00000153485,ENSG00000152229,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000177885,ENSG00000116030,ENSG00000067365,ENSG00000119782,ENSG00000189350,ENSG00000198363,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000203791,ENSG00000143318,ENSG00000143801,ENSG00000142949,ENSG00000196218,ENSG00000180900,ENSG00000169398,ENSG00000108175,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000171813,ENSG00000169925,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000161533,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000136943,ENSG00000130726,ENSG00000126243,ENSG00000004468,ENSG00000103653
GO:0043009	chordate embryonic development	0.01093604942390362	0.01093604942390362	+1	ENSG00000148400,ENSG00000204256,ENSG00000177885,ENSG00000169083,ENSG00000142875,ENSG00000180900,ENSG00000168214,ENSG00000108175,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000130726
