# version: e111_eg58_p18_f463989d
# date: 10/1/2024, 1:22:27 PM
# organism: hsapiens
# all results: false
# ordered: false
# no iea: false
# sources: GO:MF,GO:BP,GO:CC,KEGG,REAC,WP,TF,MIRNA,HPA,CORUM,HP
# combined: false
# numeric ns: ENTREZGENE_ACC
# domain scope: annotated
# measure underrepresentation: false
# significance threshold method: g_SCS
# user threshold: 0.05
# no evidences: false
# query genes included: query_1<ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000157322,ENSG00000145687,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000140368,ENSG00000172824,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000129007,ENSG00000133835,ENSG00000137486,ENSG00000203740,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000237172,ENSG00000175470,ENSG00000050820,ENSG00000139197,ENSG00000153485,ENSG00000167378,ENSG00000152229,ENSG00000221886,ENSG00000206069,ENSG00000088832,ENSG00000120899,ENSG00000213965,ENSG00000204256,ENSG00000132589,ENSG00000197037,ENSG00000177885,ENSG00000116030,ENSG00000221874,ENSG00000176533,ENSG00000067365,ENSG00000214562,ENSG00000119782,ENSG00000178372,ENSG00000189350,ENSG00000198363,ENSG00000078369,ENSG00000169717,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000203791,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000139160,ENSG00000166321,ENSG00000180900,ENSG00000168214,ENSG00000188322,ENSG00000188100,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000146757,ENSG00000185522,ENSG00000183310,ENSG00000183715,ENSG00000080815,ENSG00000184716,ENSG00000100077,ENSG00000178363,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000169925,ENSG00000169885,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000161533,ENSG00000160014,ENSG00000156521,ENSG00000150787,ENSG00000146700,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000140876,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000135617,ENSG00000130950,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000108788,ENSG00000126243,ENSG00000112874,ENSG00000004468,ENSG00000103653>
# query genes not included: ,
# query genes duplicates: none
"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","positive regulation of biological process","GO:0048518","false","0.0012715192741875392","2.895677052232395","6250","104","55","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000145687,ENSG00000089250,ENSG00000105426,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000143318,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000186439,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171813,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000136943,ENSG00000130726,ENSG00000108788,ENSG00000004468,ENSG00000103653"
"GO:BP","animal organ development","GO:0048513","false","0.0013127546132451575","2.8818164468528304","3039","104","35","21031","ENSG00000148400,ENSG00000139549,ENSG00000105426,ENSG00000133835,ENSG00000141480,ENSG00000160691,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000177885,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000130726"
"GO:BP","regulation of receptor internalization","GO:0002090","false","0.0013670662631948423","2.864210434194125","63","104","6","21031","ENSG00000132535,ENSG00000137486,ENSG00000141480,ENSG00000137312,ENSG00000180900,ENSG00000138798"
"GO:BP","response to calcium ion","GO:0051592","false","0.0013760884389163338","2.8613536538191875","147","104","8","21031","ENSG00000198838,ENSG00000120899,ENSG00000198363,ENSG00000198626,ENSG00000196218,ENSG00000160014,ENSG00000146648,ENSG00000118729"
"GO:BP","negative regulation of cation channel activity","GO:2001258","false","0.0015486474711257374","2.8100474323177584","35","104","5","21031","ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729"
"GO:BP","regulation of primary metabolic process","GO:0080090","true","0.0015894940794569168","2.7987410854050623","5591","104","51","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000145687,ENSG00000089250,ENSG00000103254,ENSG00000109971,ENSG00000110031,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000197037,ENSG00000116030,ENSG00000221874,ENSG00000119782,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000139160,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000146757,ENSG00000080815,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000169925,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000156521,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000136159,ENSG00000130726,ENSG00000108788,ENSG00000004468"
"GO:BP","heart morphogenesis","GO:0003007","false","0.0016261240251909611","2.7888463336485283","266","104","10","21031","ENSG00000148400,ENSG00000088832,ENSG00000198626,ENSG00000196218,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000163501"
"GO:BP","cell-cell adhesion","GO:0098609","false","0.0016608369085773574","2.779673012450752","946","104","18","21031","ENSG00000148400,ENSG00000132535,ENSG00000105426,ENSG00000160691,ENSG00000132589,ENSG00000137312,ENSG00000197122,ENSG00000142949,ENSG00000180900,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000126243,ENSG00000103653"
"GO:BP","response to stimulus","GO:0050896","false","0.0018327982863021314","2.7368853298912668","8976","104","69","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000105426,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000004468,ENSG00000103653"
"GO:BP","system process","GO:0003008","false","0.0019351215268277066","2.713291755826784","2258","104","29","21031","ENSG00000148400,ENSG00000132535,ENSG00000198838,ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000139197,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000183310,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000118729,ENSG00000127588,ENSG00000004468"
"GO:BP","response to caffeine","GO:0031000","false","0.0019621177551306045","2.7072749322930587","16","104","4","21031","ENSG00000198838,ENSG00000198626,ENSG00000196218,ENSG00000118729"
"GO:BP","negative regulation of transport","GO:0051051","false","0.0020021686584312153","2.6984993412718787","415","104","12","21031","ENSG00000148400,ENSG00000132535,ENSG00000089250,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000164690,ENSG00000160014,ENSG00000138798,ENSG00000118729,ENSG00000103653"
"GO:BP","cellular response to chemical stimulus","GO:0070887","false","0.0022625380117511015","2.645404115700626","2683","104","32","21031","ENSG00000148400,ENSG00000132535,ENSG00000198838,ENSG00000089250,ENSG00000109971,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000120899,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000198626,ENSG00000196218,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000162928,ENSG00000146648,ENSG00000089159,ENSG00000118729,ENSG00000136159,ENSG00000103653"
"GO:BP","bone resorption","GO:0045453","true","0.0023548449552869355","2.6280376818599165","69","104","6","21031","ENSG00000120899,ENSG00000197122,ENSG00000163501,ENSG00000146648,ENSG00000004468,ENSG00000103653"
"GO:BP","anatomical structure formation involved in morphogenesis","GO:0048646","false","0.002378913687947802","2.6236213148051037","1183","104","20","21031","ENSG00000148400,ENSG00000089250,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000177885,ENSG00000137312,ENSG00000169083,ENSG00000142875,ENSG00000143318,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000141736,ENSG00000138798"
"GO:BP","ossification","GO:0001503","false","0.002444424966037085","2.6118232892801565","423","104","12","21031","ENSG00000148400,ENSG00000139549,ENSG00000133835,ENSG00000120899,ENSG00000196218,ENSG00000168214,ENSG00000169398,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648"
"GO:BP","regulation of cell communication by electrical coupling","GO:0010649","false","0.002556098299877726","2.592422448528672","17","104","4","21031","ENSG00000198363,ENSG00000186439,ENSG00000160014,ENSG00000118729"
"GO:BP","multicellular organismal process","GO:0032501","false","0.0025635624617426746","2.591156096417576","7669","104","62","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000105426,ENSG00000110031,ENSG00000133835,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000177885,ENSG00000176533,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000186439,ENSG00000183310,ENSG00000183715,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171813,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000161533,ENSG00000160014,ENSG00000150787,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000118729,ENSG00000130726,ENSG00000127588,ENSG00000126243,ENSG00000004468,ENSG00000103653"
"GO:BP","blood circulation","GO:0008015","false","0.0026413991673220104","2.5781659634027374","507","104","13","21031","ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000169083,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000118729,ENSG00000004468"
"GO:BP","regulation of cell adhesion","GO:0030155","false","0.002680711499900438","2.571749922586737","778","104","16","21031","ENSG00000148400,ENSG00000110031,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000197122,ENSG00000184292,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000164690,ENSG00000163501,ENSG00000141736,ENSG00000126243,ENSG00000103653"
"GO:BP","metal ion transport","GO:0030001","false","0.0027114852163221403","2.5667927591013715","877","104","17","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000138798,ENSG00000118729"
"GO:BP","head development","GO:0060322","false","0.0031129609812585355","2.5068263228543652","787","104","16","21031","ENSG00000148400,ENSG00000105426,ENSG00000139197,ENSG00000198363,ENSG00000197122,ENSG00000162521,ENSG00000180900,ENSG00000168214,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000138798"
"GO:BP","negative regulation of cellular process","GO:0048523","false","0.0032085273518529913","2.4936942541106144","5541","104","50","21031","ENSG00000148400,ENSG00000132535,ENSG00000198838,ENSG00000089250,ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000139160,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000186439,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000141867,ENSG00000118729,ENSG00000130726,ENSG00000127947,ENSG00000108788,ENSG00000112874,ENSG00000004468,ENSG00000103653"
"GO:BP","positive regulation of cellular process","GO:0048522","false","0.0032777379569308954","2.4844257696208922","5717","104","51","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000145687,ENSG00000089250,ENSG00000166444,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000143318,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000186439,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171813,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000136943,ENSG00000130726,ENSG00000108788,ENSG00000004468,ENSG00000103653"
"GO:BP","response to metal ion","GO:0010038","false","0.003420183196142103","2.4659506310950907","360","104","11","21031","ENSG00000132535,ENSG00000198838,ENSG00000120899,ENSG00000116030,ENSG00000198363,ENSG00000198626,ENSG00000196218,ENSG00000164690,ENSG00000160014,ENSG00000146648,ENSG00000118729"
"GO:BP","monoatomic cation homeostasis","GO:0055080","false","0.003428082996039489","2.4649486720797515","606","104","14","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","anatomical structure development","GO:0048856","false","0.0034294496625461063","2.464775567332072","5899","104","52","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000133835,ENSG00000141480,ENSG00000160691,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000178372,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000183715,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000150787,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000130726,ENSG00000127947,ENSG00000126243,ENSG00000004468,ENSG00000103653"
"GO:BP","cellular response to hormone stimulus","GO:0032870","false","0.0036317155059958427","2.439888179703646","609","104","14","21031","ENSG00000148400,ENSG00000109971,ENSG00000160691,ENSG00000050820,ENSG00000177885,ENSG00000078369,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000108175,ENSG00000072062,ENSG00000146648,ENSG00000089159,ENSG00000103653"
"GO:BP","regulation of ERK1 and ERK2 cascade","GO:0070372","false","0.0036595412797115257","2.4365733496262196","291","104","10","21031","ENSG00000148400,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000120899,ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000103653"
"GO:BP","regulation of protein transport","GO:0051223","false","0.0036820629980193987","2.433908785235008","440","104","12","21031","ENSG00000109971,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000130726,ENSG00000004468,ENSG00000103653"
"GO:BP","negative regulation of monoatomic ion transport","GO:0043271","false","0.0037457418611334266","2.4264621554573687","117","104","7","21031","ENSG00000089250,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729"
"GO:BP","negative regulation of multicellular organismal process","GO:0051241","false","0.003828417799822487","2.4169806732315946","1110","104","19","21031","ENSG00000148400,ENSG00000105426,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000120899,ENSG00000119782,ENSG00000162521,ENSG00000184292,ENSG00000180900,ENSG00000168214,ENSG00000080815,ENSG00000173020,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000004468,ENSG00000103653"
"GO:BP","endocytosis","GO:0006897","false","0.003851974411086234","2.4143166065840966","704","104","15","21031","ENSG00000132535,ENSG00000140368,ENSG00000137486,ENSG00000141480,ENSG00000177885,ENSG00000137312,ENSG00000197122,ENSG00000180900,ENSG00000169398,ENSG00000100077,ENSG00000173020,ENSG00000164690,ENSG00000146648,ENSG00000138798,ENSG00000103653"
"GO:BP","transmembrane receptor protein tyrosine kinase signaling pathway","GO:0007169","false","0.004149553347611794","2.381998647651029","616","104","14","21031","ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000177885,ENSG00000169083,ENSG00000197122,ENSG00000168214,ENSG00000169398,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000127947"
"GO:BP","monoatomic ion homeostasis","GO:0050801","false","0.004149553347611794","2.381998647651029","616","104","14","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","inorganic cation transmembrane transport","GO:0098662","false","0.004376044141349769","2.3589183059049863","808","104","16","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","response to inorganic substance","GO:0010035","false","0.004401544770671445","2.3563948763235105","531","104","13","21031","ENSG00000132535,ENSG00000198838,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000198626,ENSG00000196218,ENSG00000164690,ENSG00000160014,ENSG00000146648,ENSG00000118729"
"GO:BP","cell-cell signaling","GO:0007267","false","0.004421400603979729","2.3544401337673233","1704","104","24","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000105426,ENSG00000141480,ENSG00000120899,ENSG00000119782,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000138798,ENSG00000118729,ENSG00000004468"
"GO:BP","response to chemical","GO:0042221","false","0.004441135669663602","2.35250595961482","3957","104","40","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000109971,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000120899,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000180900,ENSG00000169398,ENSG00000108175,ENSG00000183310,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000089159,ENSG00000118729,ENSG00000136159,ENSG00000004468,ENSG00000103653"
"GO:BP","protein phosphorylation","GO:0006468","false","0.004444681212342531","2.352159382654485","1346","104","21","21031","ENSG00000132535,ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000120899,ENSG00000204256,ENSG00000165059,ENSG00000137312,ENSG00000197122,ENSG00000142875,ENSG00000188322,ENSG00000169398,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000103653"
"GO:BP","negative regulation of cation transmembrane transport","GO:1904063","false","0.00451104849713297","2.3457225038878757","77","104","6","21031","ENSG00000089250,ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729"
"GO:BP","medium-chain fatty-acyl-CoA metabolic process","GO:0036112","true","0.004648490672764118","2.3326880361197153","6","104","3","21031","ENSG00000133835,ENSG00000213965,ENSG00000140876"
"GO:BP","regulation of proteolysis involved in protein catabolic process","GO:1903050","true","0.0047510469128944285","2.323210681239268","233","104","9","21031","ENSG00000188612,ENSG00000120899,ENSG00000116030,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000138798,ENSG00000136159"
"GO:BP","response to organic substance","GO:0010033","false","0.004840709690443136","2.3150909623124623","2637","104","31","21031","ENSG00000148400,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000109971,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000177885,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000170606,ENSG00000163501,ENSG00000146648,ENSG00000089159,ENSG00000118729,ENSG00000004468,ENSG00000103653"
"GO:BP","regulation of establishment of protein localization","GO:0070201","false","0.004979178616855863","2.302842294105442","537","104","13","21031","ENSG00000109971,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000141736,ENSG00000130726,ENSG00000004468,ENSG00000103653"
